iter	Logloss
0	0.6779186979
1	0.6648183779
2	0.6548545724
3	0.6454950575
4	0.6341012703
5	0.6258882859
6	0.6150946246
7	0.6069487265
8	0.5984863085
9	0.5902866995
10	0.5833908991
11	0.5763892925
12	0.5706205557
13	0.564058585
14	0.558646144
15	0.5542534376
16	0.5488195894
17	0.5442179945
18	0.5397560162
19	0.5364070097
20	0.5315363351
21	0.526959904
22	0.5233438892
23	0.5196919199
24	0.516352444
25	0.5126446147
26	0.5094514793
27	0.5055479104
28	0.5027679523
29	0.5003052798
30	0.4976125284
31	0.4949520865
32	0.493107081
33	0.4909810779
34	0.4892074529
35	0.4871204773
36	0.4846396338
37	0.4825826033
38	0.4809090569
39	0.478063746
40	0.4759102755
41	0.4744057101
42	0.4724742789
43	0.4710729998
44	0.4697626144
45	0.4678429895
46	0.4662387172
47	0.4649569883
48	0.4638069532
49	0.4625777619
50	0.4609638954
51	0.4598842378
52	0.4588655557
53	0.4574631312
54	0.456287761
55	0.4551403427
56	0.4536280576
57	0.4528353496
58	0.4518218524
59	0.4508094951
60	0.4496486587
61	0.4487455484
62	0.4475040226
63	0.4466652746
64	0.4454736964
65	0.444563913
66	0.4436515103
67	0.4427517218
68	0.4419432944
69	0.4412806992
70	0.4404350171
71	0.43985033
72	0.4391554637
73	0.4384474036
74	0.4376611347
75	0.4373628417
76	0.4368750804
77	0.4362942331
78	0.4357495228
79	0.4354118212
80	0.4346424595
81	0.4340996963
82	0.4334520588
83	0.4328673366
84	0.4325099673
85	0.4318801029
86	0.4314539593
87	0.4308854554
88	0.4302802613
89	0.4297321268
90	0.4293035456
91	0.4289456693
92	0.4286430512
93	0.4282063131
94	0.4280227196
95	0.4275864382
96	0.4272121069
97	0.4267194161
98	0.4263017803
99	0.4259371618
100	0.4254425958
101	0.4251195295
102	0.4247463192
103	0.4245973539
104	0.4243014275
105	0.4239912353
106	0.4235557087
107	0.4232327318
108	0.4228594735
109	0.4224007363
110	0.4220399129
111	0.4215512623
112	0.4212933816
113	0.4209500735
114	0.4205691451
115	0.4202096998
116	0.4200145395
117	0.4195903089
118	0.4193525616
119	0.4191777488
120	0.4186789192
121	0.4184075152
122	0.4177768107
123	0.4174604043
124	0.4172616988
125	0.4168909353
126	0.4167054221
127	0.4164475943
128	0.4161042304
129	0.415914573
130	0.4156871696
131	0.4154323286
132	0.4150968195
133	0.4148157397
134	0.4144851
135	0.4142930581
136	0.4138657629
137	0.4135390114
138	0.4131272874
139	0.4128668302
140	0.4127330734
141	0.4124987353
142	0.4122516448
143	0.4120118839
144	0.4118149199
145	0.4116064749
146	0.4112421787
147	0.4108482361
148	0.4107231244
149	0.4104886553
150	0.4102963888
151	0.4101777836
152	0.4098860925
153	0.4095245245
154	0.4092072709
155	0.4089532117
156	0.4087157692
157	0.4084766774
158	0.4083464231
159	0.4082076716
160	0.4080145961
161	0.4078872749
162	0.4077502733
163	0.4075247161
164	0.4073675171
165	0.4072867917
166	0.407130098
167	0.4069283812
168	0.4067745955
169	0.4066143236
170	0.4064271385
171	0.406402137
172	0.4061256743
173	0.4058419735
174	0.4055115629
175	0.4053906992
176	0.4051194912
177	0.4047925673
178	0.4045374795
179	0.4043064905
180	0.4040940306
181	0.4039364336
182	0.4037631332
183	0.4036471614
184	0.4034163056
185	0.4032502333
186	0.4030718946
187	0.4029704909
188	0.4026761704
189	0.4025651576
190	0.4023863971
191	0.4022836649
192	0.4020846635
193	0.4018816325
194	0.4017490138
195	0.4015731824
196	0.4014830923
197	0.4013078424
198	0.4011493159
199	0.4010224928
200	0.4009990667
201	0.400794056
202	0.4006589161
203	0.4005176245
204	0.4003316871
205	0.4002070781
206	0.4000616165
207	0.3999381825
208	0.3997907286
209	0.3996230524
210	0.3995222084
211	0.3994979406
212	0.3992663746
213	0.3992345883
214	0.3990950714
215	0.3990032945
216	0.3988464145
217	0.3986444626
218	0.3985009974
219	0.398406542
220	0.3982572042
221	0.3980854072
222	0.3979605083
223	0.3978603413
224	0.3977253575
225	0.3972591041
226	0.3972015097
227	0.3970260931
228	0.3969663213
229	0.3966262546
230	0.3965414155
231	0.3965270687
232	0.3964329494
233	0.3964155579
234	0.3962825652
235	0.3961366402
236	0.3958759737
237	0.3956366965
238	0.3954963329
239	0.3954756925
240	0.3953485895
241	0.3952549419
242	0.395177385
243	0.3951603047
244	0.3946945946
245	0.3945946662
246	0.3944664726
247	0.3944056436
248	0.3942551688
249	0.3941540151
250	0.3940131351
251	0.3939040305
252	0.3937635446
253	0.3936725127
254	0.3935651159
255	0.3935455752
256	0.3934288819
257	0.3933364391
258	0.3932497955
259	0.3932010085
260	0.393115194
261	0.3930677696
262	0.392901367
263	0.3929013669
264	0.3928007438
265	0.3926978139
266	0.3923512392
267	0.3922879785
268	0.3922096003
269	0.3921139935
270	0.3919859074
271	0.3917638314
272	0.391563642
273	0.3914490725
274	0.3913316514
275	0.3912865106
276	0.3910480443
277	0.3907475652
278	0.3905994799
279	0.3903888856
280	0.3903405028
281	0.3902539001
282	0.3900947645
