iter	Logloss
0	0.6789484685
1	0.6676387836
2	0.6550078003
3	0.6457312447
4	0.6349939388
5	0.6250806016
6	0.6154780871
7	0.6077037703
8	0.5982461082
9	0.5903348143
10	0.5841260196
11	0.5769028014
12	0.5704647326
13	0.5639260265
14	0.5586200163
15	0.553429892
16	0.5484602767
17	0.5440347001
18	0.5394315252
19	0.5348639531
20	0.5301711772
21	0.5264849757
22	0.5233578729
23	0.5189111871
24	0.5155405206
25	0.5122582407
26	0.5086384822
27	0.5058098439
28	0.5026843017
29	0.4993611863
30	0.4965206695
31	0.4936517214
32	0.4919793868
33	0.4898353817
34	0.4873902943
35	0.4851661814
36	0.4832430714
37	0.4810682052
38	0.4793946406
39	0.4774590061
40	0.4757275713
41	0.473990202
42	0.4721350204
43	0.4704023064
44	0.4687490483
45	0.4669995786
46	0.4652600234
47	0.4642537583
48	0.4628165564
49	0.4613691826
50	0.4599262678
51	0.4584601702
52	0.4575919723
53	0.4562327513
54	0.4550998371
55	0.4539720136
56	0.4526980169
57	0.4516761092
58	0.4506977463
59	0.4495002053
60	0.4483229256
61	0.4472418705
62	0.4460850186
63	0.4452979748
64	0.444265286
65	0.4433276137
66	0.442342885
67	0.4415336296
68	0.4407870826
69	0.4401000163
70	0.4394341992
71	0.4386154936
72	0.4378460301
73	0.4373541035
74	0.4368307375
75	0.436405687
76	0.435616212
77	0.4352473086
78	0.4346572322
79	0.4340113025
80	0.4331076649
81	0.4327068403
82	0.432101518
83	0.4313714545
84	0.430755379
85	0.4301621698
86	0.4296770937
87	0.4293306662
88	0.4288165974
89	0.4283163689
90	0.4277893966
91	0.4273487164
92	0.4272493807
93	0.4266890828
94	0.4263184945
95	0.4259812074
96	0.4256338285
97	0.4251626404
98	0.4246277308
99	0.424137274
100	0.4236199179
101	0.4231577617
102	0.422856815
103	0.4224530089
104	0.4222298901
105	0.421897056
106	0.4215389325
107	0.4211809808
108	0.4208342566
109	0.4205703325
110	0.4202677686
111	0.4198341226
112	0.4195847575
113	0.4192366455
114	0.4186805011
115	0.4182764225
116	0.4177758933
117	0.4174205817
118	0.4172350001
119	0.4169299813
120	0.4165357399
121	0.4164679338
122	0.4161974472
123	0.4158877312
124	0.4154514303
125	0.4151747868
126	0.4145988901
127	0.4142061583
128	0.4141766216
129	0.414042623
130	0.4138158606
131	0.4134998352
132	0.4131812413
133	0.412751256
134	0.412408906
135	0.4123833904
136	0.4120802781
137	0.4118813253
138	0.4116228367
139	0.4111270952
140	0.4109143529
141	0.4108773013
142	0.410584717
143	0.4104567598
144	0.4103852709
145	0.41019707
146	0.4099609192
147	0.4097980192
148	0.4095248985
149	0.4093072486
150	0.4091534971
151	0.4089972714
152	0.4087651431
153	0.4084060107
154	0.408259334
155	0.4080836484
156	0.407926355
157	0.4076664487
158	0.4075838557
159	0.4073238183
160	0.4072211413
161	0.4070948259
162	0.4068146336
163	0.406577763
164	0.4065062701
165	0.4063484972
166	0.4061754998
167	0.4060709514
168	0.405844486
169	0.4056224609
170	0.4052946984
171	0.4051109149
172	0.4049991988
173	0.4048525245
174	0.4047564503
175	0.4045898454
176	0.4042283538
177	0.4039961502
178	0.4038697888
179	0.4037920545
180	0.4035500068
181	0.4032332052
182	0.4031025364
183	0.4028466421
184	0.402695656
185	0.4024707178
186	0.4022562906
187	0.4020993309
188	0.4018131087
189	0.4016542133
190	0.4015335384
191	0.4013639209
192	0.4011567313
193	0.4009579402
194	0.4007899817
195	0.400773521
196	0.4006157653
197	0.4004652965
198	0.4001807258
199	0.4000708941
200	0.3999068084
201	0.3997246978
202	0.3995842186
203	0.3994795009
204	0.3993015077
205	0.3990380794
206	0.3989248811
207	0.398893974
208	0.3987694722
209	0.398681431
210	0.3985022805
211	0.3981756106
212	0.3980873864
213	0.3979525461
214	0.3978036313
215	0.3976464112
216	0.3975474865
217	0.3974749525
218	0.3972929639
219	0.3971700343
220	0.3970202792
221	0.3969118028
222	0.3967707278
223	0.39666893
224	0.3965282755
225	0.3964672567
226	0.3963787567
227	0.3961877269
228	0.3959686949
229	0.3958725615
230	0.395660979
231	0.3955462142
232	0.3954456339
233	0.3953106543
234	0.3952471372
235	0.3951432344
236	0.3950501639
237	0.3949226609
238	0.3947104402
239	0.3945704316
240	0.3944008607
241	0.3943303725
242	0.3942596079
243	0.3940439974
244	0.3938369233
245	0.3937044791
246	0.3934881147
247	0.3933284646
248	0.3932753333
249	0.393198559
250	0.3931110313
251	0.3928717071
252	0.3927761204
253	0.3925692109
254	0.3925201761
255	0.3923924566
256	0.3923005366
257	0.3920874786
258	0.3918582236
259	0.3916914857
260	0.3916537404
261	0.3915516374
262	0.3913430058
263	0.391256296
264	0.3911787806
265	0.3911156372
266	0.3910182752
267	0.3908296591
268	0.3907097708
269	0.3905467448
270	0.3903738934
271	0.3903319369
272	0.3902384393
273	0.3901137924
274	0.3899911487
275	0.3899034631
276	0.389761124
277	0.3896110774
278	0.3895654917
279	0.38944271
280	0.3894350163
281	0.3893500379
282	0.3892822096
283	0.3892099694
284	0.3889794223
285	0.3888583656
286	0.3887102622
287	0.3886635527
288	0.3885749465
289	0.3884853013
290	0.3883493703
291	0.3882739694
292	0.3882166761
293	0.3881222918
294	0.3878373248
295	0.38777277
296	0.3876556698
297	0.3875861152
298	0.3874989442
299	0.3874905285
300	0.3874203844
301	0.3872585402
302	0.3870845681
303	0.386902373
304	0.386758064
305	0.3866839344
306	0.3865627672
307	0.3864819942
308	0.3864398027
309	0.386348196
310	0.3863424067
311	0.3862064936
312	0.3861033699
313	0.385926679
314	0.3858291526
315	0.385807007
316	0.3856198766
317	0.3855117938
318	0.3854222498
319	0.3851918233
320	0.3850397008
321	0.3849147106
322	0.3848310463
323	0.3847183784
324	0.3847103578
325	0.3846101882
326	0.3845287014
327	0.3844332942
328	0.3843301159
329	0.3842239982
330	0.3840631669
331	0.3838809993
332	0.3838365786
333	0.3837334377
334	0.3836656633
335	0.3835973504
336	0.3834153638
337	0.3832750176
338	0.3832028946
339	0.3831704958
340	0.3830787331
341	0.3830441816
342	0.3828659769
343	0.3827935022
344	0.3825666037
345	0.3821605366
346	0.3820444813
347	0.3819699349
348	0.3818730876
349	0.3817548876
350	0.3816386258
351	0.3815701805
352	0.3813751317
353	0.3812812926
354	0.3812064096
355	0.3810966058
356	0.3809855786
357	0.380931182
358	0.3808663109
359	0.3806971659
360	0.3806784466
361	0.3805657996
362	0.3804551281
363	0.3802790462
364	0.380195394
365	0.3801075536
366	0.3799565556
367	0.3798411708
368	0.3797891294
369	0.3797005398
370	0.3796652907
371	0.3795803796
372	0.3795194829
373	0.3793850731
374	0.379170808
375	0.378912527
376	0.3788505514
377	0.378721097
378	0.378622455
379	0.3784516251
380	0.3783494687
381	0.3780886152
382	0.378010442
383	0.3779084015
384	0.3777629574
385	0.3776442427
386	0.3775011979
387	0.3774341557
388	0.3773412487
389	0.377126334
390	0.3770470486
391	0.3769233677
392	0.376838971
393	0.3767076121
394	0.3763931176
395	0.3762897145
396	0.3761108372
397	0.3760138163
398	0.3759243613
399	0.375782627
400	0.3756571746
401	0.3754774199
402	0.3754575887
403	0.375361136
404	0.3751310749
405	0.3750880404
406	0.3749720685
407	0.3748327124
408	0.3745452073
409	0.3742918316
410	0.374229956
411	0.3740893139
412	0.3738823228
413	0.3738106126
414	0.3736536238
415	0.3735139617
416	0.373359582
417	0.3732288313
418	0.3730791852
419	0.3729909847
420	0.3728704034
421	0.3727066209
422	0.3725460628
423	0.3723267187
424	0.3722769651
425	0.372079175
426	0.3719902694
427	0.371902942
428	0.3718377423
429	0.3717528096
430	0.3715437106
431	0.371524963
432	0.3714909073
433	0.3713709743
434	0.371283187
435	0.3710966314
436	0.3707194935
437	0.3705902239
438	0.3705219544
439	0.3703375987
440	0.3701961472
441	0.3700734952
442	0.369908632
443	0.3698351633
444	0.3696552933
445	0.3695683452
446	0.3694522437
447	0.3693291703
448	0.3692093552
449	0.3690943425
450	0.368977363
451	0.3689628265
452	0.3687217403
453	0.3686453675
454	0.368463052
455	0.3683716723
456	0.3680802486
457	0.36795451
458	0.3678880563
459	0.3677866616
460	0.3676239189
461	0.3674377297
462	0.3673516435
463	0.3672761305
464	0.3671483685
465	0.3670790686
466	0.3669433661
467	0.3668688272
468	0.3667268277
469	0.3665736816
470	0.3664411071
471	0.3663328293
472	0.3661240188
473	0.3660299764
474	0.3658815156
475	0.3658023667
476	0.3657006337
477	0.3656464062
478	0.3655726296
479	0.3655048648
480	0.3653509473
481	0.365346154
482	0.3653409248
483	0.3652179399
484	0.3652123273
485	0.3650960342
486	0.3650503246
487	0.3648642622
488	0.3647310685
489	0.3646625889
490	0.3646052008
491	0.3644483762
492	0.3643623103
493	0.3643507974
494	0.3642690047
495	0.3641919686
496	0.3640649431
497	0.3640224644
498	0.3639833924
499	0.3639794898
500	0.3638237015
501	0.363760992
502	0.3635623681
503	0.3634647831
504	0.3633699631
505	0.3631749536
506	0.3631365659
507	0.362981344
508	0.3628086559
509	0.3626242371
510	0.362615123
511	0.3625382893
512	0.3624430649
513	0.3623588922
514	0.3622457442
515	0.3621695977
516	0.3620838977
517	0.3620791321
518	0.3620503613
519	0.3619938672
520	0.3619424845
521	0.361781663
522	0.361707841
523	0.3615782872
524	0.3614897828
525	0.3614325438
526	0.3613848794
527	0.3613663274
528	0.3612302515
529	0.3611619687
530	0.3610805402
531	0.3609977959
532	0.3608757985
533	0.3608070181
534	0.3607433656
535	0.3606922892
536	0.3606280466
537	0.3605091712
538	0.3603361582
539	0.3602785463
540	0.3602415047
541	0.3601896353
542	0.3601446242
543	0.3600175531
544	0.3599138794
545	0.3597413244
546	0.3596593343
547	0.3595348456
548	0.3593535511
549	0.3592621485
550	0.3592411929
551	0.3591271801
552	0.3589356224
553	0.3587488471
554	0.3586989541
555	0.3586525786
556	0.3585086498
557	0.3583748427
558	0.3582304276
559	0.3580639852
560	0.3579343207
561	0.3578204728
562	0.3577956101
563	0.3575990481
